,Index,Dis No,Year,Disaster Subtype,Country,ISO,Region,Continent,Associated Dis,Associated Dis2,Appeal,Declaration,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,CPI,Location,Code,country,latitude,longitude,name,num,GDP_Scale,GDP_value,HE_value,FAO_Item,FAO_Value,Population_value,No,Index
202,77,2006-0237-IND,2006,Heat wave,India,IND,Southern Asia,Asia,,,,,,2006,5,,2006,5,,47.0,,,,,74.3963874917997,"Uttar Pradesh, Orissa, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,77,Millions,40486400,29.56233788,"Milk, Total",9281,1165486.0,77,77
203,77,2006-0237-IND,2006,Heat wave,India,IND,Southern Asia,Asia,,,,,,2006,5,,2006,5,,47.0,,,,,74.3963874917997,"Uttar Pradesh, Orissa, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,77,Millions,40486400,29.56233788,Vegetables Primary,129580,1165486.0,77,77
204,78,2005-0347-PAK,2005,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2005,6,13.0,2005,6,28.0,106.0,200.0,,,200.0,72.0714104526569,"Punjab, Sindh, Balochistan provinces",PA,PA,8.537981,-80.782127,Panama,78,Millions,...,19.88389397,"Cereals, Total",26158,160304.0,78,78
205,78,2005-0347-PAK,2005,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2005,6,13.0,2005,6,28.0,106.0,200.0,,,200.0,72.0714104526569,"Punjab, Sindh, Balochistan provinces",PA,PA,8.537981,-80.782127,Panama,78,Millions,...,19.88389397,Fruit Primary,88536,160304.0,78,78
206,78,2005-0347-PAK,2005,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2005,6,13.0,2005,6,28.0,106.0,200.0,,,200.0,72.0714104526569,"Punjab, Sindh, Balochistan provinces",PA,PA,8.537981,-80.782127,Panama,78,Millions,...,19.88389397,"Milk, Total",12022,160304.0,78,78
207,78,2005-0347-PAK,2005,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2005,6,13.0,2005,6,28.0,106.0,200.0,,,200.0,72.0714104526569,"Punjab, Sindh, Balochistan provinces",PA,PA,8.537981,-80.782127,Panama,78,Millions,...,19.88389397,Vegetables Primary,130067,160304.0,78,78
208,79,2005-0820-PRT,2005,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2005,6,,2005,8,,462.0,,,,,72.0714104526569,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guarda, Leiria, Lisboa, Portalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu",PR,PR,18.220833,-66.590149,Puerto Rico,79,Millions,158552.704,1814.35449219,"Cereals, Total",21140,10508.0,79,79
209,79,2005-0820-PRT,2005,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2005,6,,2005,8,,462.0,,,,,72.0714104526569,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guarda, Leiria, Lisboa, Portalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu",PR,PR,18.220833,-66.590149,Puerto Rico,79,Millions,158552.704,1814.35449219,Fruit Primary,60887,10508.0,79,79
210,79,2005-0820-PRT,2005,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2005,6,,2005,8,,462.0,,,,,72.0714104526569,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guarda, Leiria, Lisboa, Portalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu",PR,PR,18.220833,-66.590149,Puerto Rico,79,Millions,158552.704,1814.35449219,"Milk, Total",24974,10508.0,79,79
211,79,2005-0820-PRT,2005,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2005,6,,2005,8,,462.0,,,,,72.0714104526569,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guarda, Leiria, Lisboa, Portalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu",PR,PR,18.220833,-66.590149,Puerto Rico,79,Millions,158552.704,1814.35449219,Vegetables Primary,308316,10508.0,79,79
212,80,2005-0756-ROU,2005,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2005,7,27.0,2005,8,1.0,13.0,500.0,,,500.0,72.0714104526569,Bucuresti province,RO,RO,45.943161,24.96676,Romania,80,Millions,286861.9,254.52961731,"Cereals, Total",33342,21417.0,80,80
213,80,2005-0756-ROU,2005,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2005,7,27.0,2005,8,1.0,13.0,500.0,,,500.0,72.0714104526569,Bucuresti province,RO,RO,45.943161,24.96676,Romania,80,Millions,286861.9,254.52961731,Fruit Primary,68398,21417.0,80,80
214,80,2005-0756-ROU,2005,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2005,7,27.0,2005,8,1.0,13.0,500.0,,,500.0,72.0714104526569,Bucuresti province,RO,RO,45.943161,24.96676,Romania,80,Millions,286861.9,254.52961731,"Milk, Total",7889,21417.0,80,80
215,80,2005-0756-ROU,2005,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2005,7,27.0,2005,8,1.0,13.0,500.0,,,500.0,72.0714104526569,Bucuresti province,RO,RO,45.943161,24.96676,Romania,80,Millions,286861.9,254.52961731,Vegetables Primary,128794,21417.0,80,80
216,83,2006-0254-PAK,2006,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2006,5,,2006,5,,84.0,100.0,,,100.0,74.3963874917997,"Punjab, Sindh, Balotchistan provinces",PA,PA,8.537981,-80.782127,Panama,83,Millions,8216160,24.99266052,"Cereals, Total",25540,164023.0,83,83
217,83,2006-0254-PAK,2006,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2006,5,,2006,5,,84.0,100.0,,,100.0,74.3963874917997,"Punjab, Sindh, Balotchistan provinces",PA,PA,8.537981,-80.782127,Panama,83,Millions,8216160,24.99266052,Fruit Primary,87411,164023.0,83,83
218,83,2006-0254-PAK,2006,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2006,5,,2006,5,,84.0,100.0,,,100.0,74.3963874917997,"Punjab, Sindh, Balotchistan provinces",PA,PA,8.537981,-80.782127,Panama,83,Millions,8216160,24.99266052,"Milk, Total",12842,164023.0,83,83
219,83,2006-0254-PAK,2006,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2006,5,,2006,5,,84.0,100.0,,,100.0,74.3963874917997,"Punjab, Sindh, Balotchistan provinces",PA,PA,8.537981,-80.782127,Panama,83,Millions,8216160,24.99266052,Vegetables Primary,129621,164023.0,83,83
220,84,2006-0383-PRT,2006,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2006,7,,2006,7,,41.0,,,,,74.3963874917997,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,84,Millions,166260.469,1857.6451416,"Cereals, Total",32090,10543.0,84,84
221,84,2006-0383-PRT,2006,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2006,7,,2006,7,,41.0,,,,,74.3963874917997,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,84,Millions,166260.469,1857.6451416,Fruit Primary,65506,10543.0,84,84
222,84,2006-0383-PRT,2006,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2006,7,,2006,7,,41.0,,,,,74.3963874917997,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,84,Millions,166260.469,1857.6451416,"Milk, Total",25215,10543.0,84,84
223,84,2006-0383-PRT,2006,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2006,7,,2006,7,,41.0,,,,,74.3963874917997,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,84,Millions,166260.469,1857.6451416,Vegetables Primary,288424,10543.0,84,84
224,85,2006-0348-ROU,2006,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2006,6,29.0,2006,7,,26.0,200.0,,,200.0,74.3963874917997,"Bucarest, Galati, Mehedinti provinces",RO,RO,45.943161,24.96676,Romania,85,Millions,342762.6,291.00408936,"Cereals, Total",31023,21234.0,85,85
225,85,2006-0348-ROU,2006,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2006,6,29.0,2006,7,,26.0,200.0,,,200.0,74.3963874917997,"Bucarest, Galati, Mehedinti provinces",RO,RO,45.943161,24.96676,Romania,85,Millions,342762.6,291.00408936,Fruit Primary,78243,21234.0,85,85
226,85,2006-0348-ROU,2006,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2006,6,29.0,2006,7,,26.0,200.0,,,200.0,74.3963874917997,"Bucarest, Galati, Mehedinti provinces",RO,RO,45.943161,24.96676,Romania,85,Millions,342762.6,291.00408936,"Milk, Total",8188,21234.0,85,85
227,85,2006-0348-ROU,2006,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,36.0,2006,6,29.0,2006,7,,26.0,200.0,,,200.0,74.3963874917997,"Bucarest, Galati, Mehedinti provinces",RO,RO,45.943161,24.96676,Romania,85,Millions,342762.6,291.00408936,Vegetables Primary,143729,21234.0,85,85
228,88,2007-0235-BGR,2007,Heat wave,Bulgaria,BGR,Eastern Europe,Europe,Wildfire,Drought,,Yes,46.0,2007,6,,2007,7,,2.0,50.0,,,50.0,76.5186792040236,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces",BG,BG,42.733883,25.48583,Bulgaria,88,Millions,63454.888,361.23498535,"Cereals, Total",25237,7577.0,88,88
229,88,2007-0235-BGR,2007,Heat wave,Bulgaria,BGR,Eastern Europe,Europe,Wildfire,Drought,,Yes,46.0,2007,6,,2007,7,,2.0,50.0,,,50.0,76.5186792040236,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces",BG,BG,42.733883,25.48583,Bulgaria,88,Millions,63454.888,361.23498535,Fruit Primary,36889,7577.0,88,88
230,88,2007-0235-BGR,2007,Heat wave,Bulgaria,BGR,Eastern Europe,Europe,Wildfire,Drought,,Yes,46.0,2007,6,,2007,7,,2.0,50.0,,,50.0,76.5186792040236,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces",BG,BG,42.733883,25.48583,Bulgaria,88,Millions,63454.888,361.23498535,"Milk, Total",6642,7577.0,88,88
231,88,2007-0235-BGR,2007,Heat wave,Bulgaria,BGR,Eastern Europe,Europe,Wildfire,Drought,,Yes,46.0,2007,6,,2007,7,,2.0,50.0,,,50.0,76.5186792040236,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca provinces",BG,BG,42.733883,25.48583,Bulgaria,88,Millions,63454.888,361.23498535,Vegetables Primary,111527,7577.0,88,88
232,89,2007-0235-GRC,2007,Heat wave,Greece,GRC,Southern Europe,Europe,Wildfire,,,,46.0,2007,6,,2007,7,,16.0,,,,,76.5186792040236,"Corfu Isl. (kerkyras district, Ionioi Nisoi province), Sterea Ellada, Peloponnisos, Thessalia, Dytiki Ellada, Attiki, Notio Aigaio province",GR,GR,39.074208,21.824312,Greece,89,Millions,232694.592662,2426.75952148,"Cereals, Total",39299,11120.0,89,89
233,89,2007-0235-GRC,2007,Heat wave,Greece,GRC,Southern Europe,Europe,Wildfire,,,,46.0,2007,6,,2007,7,,16.0,,,,,76.5186792040236,"Corfu Isl. (kerkyras district, Ionioi Nisoi province), Sterea Ellada, Peloponnisos, Thessalia, Dytiki Ellada, Attiki, Notio Aigaio province",GR,GR,39.074208,21.824312,Greece,89,Millions,232694.592662,2426.75952148,Fruit Primary,150167,11120.0,89,89
234,89,2007-0235-GRC,2007,Heat wave,Greece,GRC,Southern Europe,Europe,Wildfire,,,,46.0,2007,6,,2007,7,,16.0,,,,,76.5186792040236,"Corfu Isl. (kerkyras district, Ionioi Nisoi province), Sterea Ellada, Peloponnisos, Thessalia, Dytiki Ellada, Attiki, Notio Aigaio province",GR,GR,39.074208,21.824312,Greece,89,Millions,232694.592662,2426.75952148,"Milk, Total",1794,11120.0,89,89
235,89,2007-0235-GRC,2007,Heat wave,Greece,GRC,Southern Europe,Europe,Wildfire,,,,46.0,2007,6,,2007,7,,16.0,,,,,76.5186792040236,"Corfu Isl. (kerkyras district, Ionioi Nisoi province), Sterea Ellada, Peloponnisos, Thessalia, Dytiki Ellada, Attiki, Notio Aigaio province",GR,GR,39.074208,21.824312,Greece,89,Millions,232694.592662,2426.75952148,Vegetables Primary,271333,11120.0,89,89
236,90,2007-0235-ALB,2007,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,,2007,7,15.0,2007,7,22.0,,,150.0,,150.0,76.5186792040236,"Berat, Bulqize, Delvine, Devoll, Diber, Durres, Elbasan, Fier, Gjirokastër, Gramsh, Has, Kavaje, Kolonjë, Korce, Krujë, Kucove, Kukës, Kurbin, Lezhë, Librazhd, Lushnjë, Malesi E Madhe, Mallakaster, Mat, Mirditë, Peqin, Permet, Pogradec, Puke, Sarandë, Shkoder, Skrapar, Tepelenë, Tirane, Tropojë, Vlore provinces",AL,AL,41.153332,20.168331,Albania,90,Millions,965527.760136,222.30366516,"Cereals, Total",37284,3034.0,90,90
237,90,2007-0235-ALB,2007,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,,2007,7,15.0,2007,7,22.0,,,150.0,,150.0,76.5186792040236,"Berat, Bulqize, Delvine, Devoll, Diber, Durres, Elbasan, Fier, Gjirokastër, Gramsh, Has, Kavaje, Kolonjë, Korce, Krujë, Kucove, Kukës, Kurbin, Lezhë, Librazhd, Lushnjë, Malesi E Madhe, Mallakaster, Mat, Mirditë, Peqin, Permet, Pogradec, Puke, Sarandë, Shkoder, Skrapar, Tepelenë, Tirane, Tropojë, Vlore provinces",AL,AL,41.153332,20.168331,Albania,90,Millions,965527.760136,222.30366516,Fruit Primary,144634,3034.0,90,90
238,90,2007-0235-ALB,2007,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,,2007,7,15.0,2007,7,22.0,,,150.0,,150.0,76.5186792040236,"Berat, Bulqize, Delvine, Devoll, Diber, Durres, Elbasan, Fier, Gjirokastër, Gramsh, Has, Kavaje, Kolonjë, Korce, Krujë, Kucove, Kukës, Kurbin, Lezhë, Librazhd, Lushnjë, Malesi E Madhe, Mallakaster, Mat, Mirditë, Peqin, Permet, Pogradec, Puke, Sarandë, Shkoder, Skrapar, Tepelenë, Tirane, Tropojë, Vlore provinces",AL,AL,41.153332,20.168331,Albania,90,Millions,965527.760136,222.30366516,"Milk, Total",4244,3034.0,90,90
239,90,2007-0235-ALB,2007,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,,2007,7,15.0,2007,7,22.0,,,150.0,,150.0,76.5186792040236,"Berat, Bulqize, Delvine, Devoll, Diber, Durres, Elbasan, Fier, Gjirokastër, Gramsh, Has, Kavaje, Kolonjë, Korce, Krujë, Kucove, Kukës, Kurbin, Lezhë, Librazhd, Lushnjë, Malesi E Madhe, Mallakaster, Mat, Mirditë, Peqin, Permet, Pogradec, Puke, Sarandë, Shkoder, Skrapar, Tepelenë, Tirane, Tropojë, Vlore provinces",AL,AL,41.153332,20.168331,Albania,90,Millions,965527.760136,222.30366516,Vegetables Primary,215903,3034.0,90,90
240,91,2007-0235-AUT,2007,Heat wave,Austria,AUT,Western Europe,Europe,,,,,39.0,2007,7,,2007,7,,5.0,,,,,76.5186792040236,"Burgenland, Karnten, Niederosterreich, Steiermark, Wien provinces",AU,AU,-25.274398,133.775136,Australia,91,Millions,283977.97,4478.76855469,"Cereals, Total",58442,8314.0,91,91
241,91,2007-0235-AUT,2007,Heat wave,Austria,AUT,Western Europe,Europe,,,,,39.0,2007,7,,2007,7,,5.0,,,,,76.5186792040236,"Burgenland, Karnten, Niederosterreich, Steiermark, Wien provinces",AU,AU,-25.274398,133.775136,Australia,91,Millions,283977.97,4478.76855469,Fruit Primary,178226,8314.0,91,91
242,91,2007-0235-AUT,2007,Heat wave,Austria,AUT,Western Europe,Europe,,,,,39.0,2007,7,,2007,7,,5.0,,,,,76.5186792040236,"Burgenland, Karnten, Niederosterreich, Steiermark, Wien provinces",AU,AU,-25.274398,133.775136,Australia,91,Millions,283977.97,4478.76855469,"Milk, Total",55420,8314.0,91,91
243,91,2007-0235-AUT,2007,Heat wave,Austria,AUT,Western Europe,Europe,,,,,39.0,2007,7,,2007,7,,5.0,,,,,76.5186792040236,"Burgenland, Karnten, Niederosterreich, Steiermark, Wien provinces",AU,AU,-25.274398,133.775136,Australia,91,Millions,283977.97,4478.76855469,Vegetables Primary,364016,8314.0,91,91
244,93,2007-0235-CYP,2007,Heat wave,Cyprus,CYP,Western Asia,Asia,,,,,42.0,2007,6,,2007,7,,4.0,,,,,76.5186792040236,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces",CY,CY,35.126413,33.429859,Cyprus,93,Millions,17511.579,1694.27185059,"Cereals, Total",15961,1064.0,93,93
245,93,2007-0235-CYP,2007,Heat wave,Cyprus,CYP,Western Asia,Asia,,,,,42.0,2007,6,,2007,7,,4.0,,,,,76.5186792040236,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces",CY,CY,35.126413,33.429859,Cyprus,93,Millions,17511.579,1694.27185059,Fruit Primary,123157,1064.0,93,93
246,93,2007-0235-CYP,2007,Heat wave,Cyprus,CYP,Western Asia,Asia,,,,,42.0,2007,6,,2007,7,,4.0,,,,,76.5186792040236,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces",CY,CY,35.126413,33.429859,Cyprus,93,Millions,17511.579,1694.27185059,"Milk, Total",4182,1064.0,93,93
247,93,2007-0235-CYP,2007,Heat wave,Cyprus,CYP,Western Asia,Asia,,,,,42.0,2007,6,,2007,7,,4.0,,,,,76.5186792040236,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces",CY,CY,35.126413,33.429859,Cyprus,93,Millions,17511.579,1694.27185059,Vegetables Primary,317057,1064.0,93,93
248,94,2007-0235-HUN,2007,Heat wave,Hungary,HUN,Eastern Europe,Europe,,,,,42.0,2007,7,,2007,7,,500.0,,,,,76.5186792040236,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces",HU,HU,47.162494,19.503304,Hungary,94,Millions,25749398,1003.25817871,"Cereals, Total",34920,10024.0,94,94
249,94,2007-0235-HUN,2007,Heat wave,Hungary,HUN,Eastern Europe,Europe,,,,,42.0,2007,7,,2007,7,,500.0,,,,,76.5186792040236,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces",HU,HU,47.162494,19.503304,Hungary,94,Millions,25749398,1003.25817871,Fruit Primary,88368,10024.0,94,94
250,94,2007-0235-HUN,2007,Heat wave,Hungary,HUN,Eastern Europe,Europe,,,,,42.0,2007,7,,2007,7,,500.0,,,,,76.5186792040236,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces",HU,HU,47.162494,19.503304,Hungary,94,Millions,25749398,1003.25817871,"Milk, Total",44330,10024.0,94,94
251,94,2007-0235-HUN,2007,Heat wave,Hungary,HUN,Eastern Europe,Europe,,,,,42.0,2007,7,,2007,7,,500.0,,,,,76.5186792040236,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces",HU,HU,47.162494,19.503304,Hungary,94,Millions,25749398,1003.25817871,Vegetables Primary,195475,10024.0,94,94
252,95,2007-0207-IND,2007,Heat wave,India,IND,Southern Asia,Asia,,,,,45.0,2007,4,,2007,6,,72.0,,,,,76.5186792040236,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,95,Millions,47141900,35.85623932,"Cereals, Total",25833,1183209.0,95,95
253,95,2007-0207-IND,2007,Heat wave,India,IND,Southern Asia,Asia,,,,,45.0,2007,4,,2007,6,,72.0,,,,,76.5186792040236,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,95,Millions,47141900,35.85623932,Fruit Primary,112458,1183209.0,95,95
254,95,2007-0207-IND,2007,Heat wave,India,IND,Southern Asia,Asia,,,,,45.0,2007,4,,2007,6,,72.0,,,,,76.5186792040236,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,95,Millions,47141900,35.85623932,"Milk, Total",9391,1183209.0,95,95
255,95,2007-0207-IND,2007,Heat wave,India,IND,Southern Asia,Asia,,,,,45.0,2007,4,,2007,6,,72.0,,,,,76.5186792040236,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,95,Millions,47141900,35.85623932,Vegetables Primary,134129,1183209.0,95,95
256,96,2007-0235-ROU,2007,Heat wave,Romania,ROU,Eastern Europe,Europe,Drought,,,,45.0,2007,6,,2007,7,,30.0,,,,,76.5186792040236,"Caras-severin, Dolj, Olt, Teleorman, Giurgiu, Bucuresti, Iasi provinces",RO,RO,45.943161,24.96676,Romania,96,Millions,425691.1,415.06790161,"Cereals, Total",16452,21034.0,96,96
257,96,2007-0235-ROU,2007,Heat wave,Romania,ROU,Eastern Europe,Europe,Drought,,,,45.0,2007,6,,2007,7,,30.0,,,,,76.5186792040236,"Caras-severin, Dolj, Olt, Teleorman, Giurgiu, Bucuresti, Iasi provinces",RO,RO,45.943161,24.96676,Romania,96,Millions,425691.1,415.06790161,Fruit Primary,65008,21034.0,96,96
258,96,2007-0235-ROU,2007,Heat wave,Romania,ROU,Eastern Europe,Europe,Drought,,,,45.0,2007,6,,2007,7,,30.0,,,,,76.5186792040236,"Caras-severin, Dolj, Olt, Teleorman, Giurgiu, Bucuresti, Iasi provinces",RO,RO,45.943161,24.96676,Romania,96,Millions,425691.1,415.06790161,"Milk, Total",7644,21034.0,96,96
259,96,2007-0235-ROU,2007,Heat wave,Romania,ROU,Eastern Europe,Europe,Drought,,,,45.0,2007,6,,2007,7,,30.0,,,,,76.5186792040236,"Caras-severin, Dolj, Olt, Teleorman, Giurgiu, Bucuresti, Iasi provinces",RO,RO,45.943161,24.96676,Romania,96,Millions,425691.1,415.06790161,Vegetables Primary,122393,21034.0,96,96
260,97,2007-0235-ITA,2007,Heat wave,Italy,ITA,Southern Europe,Europe,Wildfire,,,,45.0,2007,6,,2007,6,,6.0,,,,,76.5186792040236,"Calabria, Sicilia, Trentino-alto Adige provinces",IT,IT,41.87194,12.56738,Italy,97,Millions,1614839.8,3092.55883789,"Cereals, Total",51740,58748.0,97,97
261,97,2007-0235-ITA,2007,Heat wave,Italy,ITA,Southern Europe,Europe,Wildfire,,,,45.0,2007,6,,2007,6,,6.0,,,,,76.5186792040236,"Calabria, Sicilia, Trentino-alto Adige provinces",IT,IT,41.87194,12.56738,Italy,97,Millions,1614839.8,3092.55883789,Fruit Primary,141705,58748.0,97,97
262,97,2007-0235-ITA,2007,Heat wave,Italy,ITA,Southern Europe,Europe,Wildfire,,,,45.0,2007,6,,2007,6,,6.0,,,,,76.5186792040236,"Calabria, Sicilia, Trentino-alto Adige provinces",IT,IT,41.87194,12.56738,Italy,97,Millions,1614839.8,3092.55883789,"Milk, Total",13859,58748.0,97,97
263,97,2007-0235-ITA,2007,Heat wave,Italy,ITA,Southern Europe,Europe,Wildfire,,,,45.0,2007,6,,2007,6,,6.0,,,,,76.5186792040236,"Calabria, Sicilia, Trentino-alto Adige provinces",IT,IT,41.87194,12.56738,Italy,97,Millions,1614839.8,3092.55883789,Vegetables Primary,255947,58748.0,97,97
264,99,2007-0235-TUR,2007,Heat wave,Turkey,TUR,Western Asia,Asia,Wildfire,,,,43.0,2007,6,,2007,6,,3.0,,,,,76.5186792040236,"Burdur, Sinop provinces",TU,,,,,99,Millions,887714.414,512.8482666,"Cereals, Total",24102,69582.0,99,99
265,99,2007-0235-TUR,2007,Heat wave,Turkey,TUR,Western Asia,Asia,Wildfire,,,,43.0,2007,6,,2007,6,,3.0,,,,,76.5186792040236,"Burdur, Sinop provinces",TU,,,,,99,Millions,887714.414,512.8482666,Fruit Primary,136219,69582.0,99,99
266,99,2007-0235-TUR,2007,Heat wave,Turkey,TUR,Western Asia,Asia,Wildfire,,,,43.0,2007,6,,2007,6,,3.0,,,,,76.5186792040236,"Burdur, Sinop provinces",TU,,,,,99,Millions,887714.414,512.8482666,"Milk, Total",7413,69582.0,99,99
267,99,2007-0235-TUR,2007,Heat wave,Turkey,TUR,Western Asia,Asia,Wildfire,,,,43.0,2007,6,,2007,6,,3.0,,,,,76.5186792040236,"Burdur, Sinop provinces",TU,,,,,99,Millions,887714.414,512.8482666,Vegetables Primary,308106,69582.0,99,99
